rowid,annee,DEPARTEMENT,ecart_region,indicateur,valeur
1432,2018,GERS,-3.5,taux_de_pauvrete_des_locataires_en_pourcentage,27.4
1433,2017,GERS,-3.5,taux_de_pauvrete_des_locataires_en_pourcentage,27.4
1434,2016,LOT ET GARONNE,4.8,taux_de_pauvrete_des_locataires_en_pourcentage,31
1435,2018,LOT ET GARONNE,4.8,taux_de_pauvrete_des_locataires_en_pourcentage,31
1436,2017,LOT ET GARONNE,4.8,taux_de_pauvrete_des_locataires_en_pourcentage,31
1437,2016,ISERE,-0.3,taux_de_pauvrete_des_locataires_en_pourcentage,24.6
1438,2017,ISERE,-0.3,taux_de_pauvrete_des_locataires_en_pourcentage,24.6
1439,2018,ISERE,-0.3,taux_de_pauvrete_des_locataires_en_pourcentage,24.6
1440,2016,LOIRE,5.4,taux_de_pauvrete_des_locataires_en_pourcentage,30.3
1441,2018,LOIRE,5.4,taux_de_pauvrete_des_locataires_en_pourcentage,30.3
1442,2017,LOIRE,5.4,taux_de_pauvrete_des_locataires_en_pourcentage,30.3
1443,2016,ALPES MARITIMES,-4,taux_de_pauvrete_des_locataires_en_pourcentage,25.4
1444,2018,ALPES MARITIMES,-4,taux_de_pauvrete_des_locataires_en_pourcentage,25.4
1445,2017,ALPES MARITIMES,-4,taux_de_pauvrete_des_locataires_en_pourcentage,25.4
1446,2016,MAYENNE,0.4,taux_de_pauvrete_des_locataires_en_pourcentage,25.3
1447,2018,MAYENNE,0.4,taux_de_pauvrete_des_locataires_en_pourcentage,25.3
1448,2017,MAYENNE,0.4,taux_de_pauvrete_des_locataires_en_pourcentage,25.3
1449,2016,CHARENTE,3.9,taux_de_pauvrete_des_locataires_en_pourcentage,30.1
1450,2018,CHARENTE,3.9,taux_de_pauvrete_des_locataires_en_pourcentage,30.1
1451,2017,CHARENTE,3.9,taux_de_pauvrete_des_locataires_en_pourcentage,30.1
1452,2016,HAUTE GARONNE,-6.3,taux_de_pauvrete_des_locataires_en_pourcentage,24.6
1453,2018,HAUTE GARONNE,-6.3,taux_de_pauvrete_des_locataires_en_pourcentage,24.6
1454,2017,HAUTE GARONNE,-6.3,taux_de_pauvrete_des_locataires_en_pourcentage,24.6
1455,2016,ARDECHE,4.1,taux_de_pauvrete_des_locataires_en_pourcentage,29
1456,2017,ARDECHE,4.1,taux_de_pauvrete_des_locataires_en_pourcentage,29
1457,2018,ARDECHE,4.1,taux_de_pauvrete_des_locataires_en_pourcentage,29
1458,2016,AISNE,1.7,taux_de_pauvrete_des_locataires_en_pourcentage,36.2
1459,2018,AISNE,1.7,taux_de_pauvrete_des_locataires_en_pourcentage,36.2
1460,2017,AISNE,1.7,taux_de_pauvrete_des_locataires_en_pourcentage,36.2
1461,2016,LOIR ET CHER,0.5,taux_de_pauvrete_des_locataires_en_pourcentage,28.5
1462,2018,LOIR ET CHER,0.5,taux_de_pauvrete_des_locataires_en_pourcentage,28.5
1463,2017,LOIR ET CHER,0.5,taux_de_pauvrete_des_locataires_en_pourcentage,28.5
1464,2016,GIRONDE,-2.8,taux_de_pauvrete_des_locataires_en_pourcentage,23.4
1465,2018,GIRONDE,-2.8,taux_de_pauvrete_des_locataires_en_pourcentage,23.4
1466,2017,GIRONDE,-2.8,taux_de_pauvrete_des_locataires_en_pourcentage,23.4
1467,2016,VIENNE,3.9,taux_de_pauvrete_des_locataires_en_pourcentage,30.1
1468,2017,VIENNE,3.9,taux_de_pauvrete_des_locataires_en_pourcentage,30.1
1469,2018,VIENNE,3.9,taux_de_pauvrete_des_locataires_en_pourcentage,30.1
1470,2016,TARN ET GARONNE,1.4,taux_de_pauvrete_des_locataires_en_pourcentage,32.3
1471,2018,TARN ET GARONNE,1.4,taux_de_pauvrete_des_locataires_en_pourcentage,32.3
1472,2017,TARN ET GARONNE,1.4,taux_de_pauvrete_des_locataires_en_pourcentage,32.3
1473,2016,MAINE ET LOIRE,0.8,taux_de_pauvrete_des_locataires_en_pourcentage,25.7
1474,2018,MAINE ET LOIRE,0.8,taux_de_pauvrete_des_locataires_en_pourcentage,25.7
1475,2017,MAINE ET LOIRE,0.8,taux_de_pauvrete_des_locataires_en_pourcentage,25.7
1476,2016,AVEYRON,-4,taux_de_pauvrete_des_locataires_en_pourcentage,26.9
1477,2018,AVEYRON,-4,taux_de_pauvrete_des_locataires_en_pourcentage,26.9
1478,2017,AVEYRON,-4,taux_de_pauvrete_des_locataires_en_pourcentage,26.9
1479,2016,CREUSE,7,taux_de_pauvrete_des_locataires_en_pourcentage,33.2
1480,2018,CREUSE,7,taux_de_pauvrete_des_locataires_en_pourcentage,33.2
1481,2017,CREUSE,7,taux_de_pauvrete_des_locataires_en_pourcentage,33.2
1482,2016,TARN,0.5,taux_de_pauvrete_des_locataires_en_pourcentage,31.4
1483,2018,TARN,0.5,taux_de_pauvrete_des_locataires_en_pourcentage,31.4
1484,2017,TARN,0.5,taux_de_pauvrete_des_locataires_en_pourcentage,31.4
1485,2016,SEINE MARITIME,1.2,taux_de_pauvrete_des_locataires_en_pourcentage,28.3
1486,2018,SEINE MARITIME,1.2,taux_de_pauvrete_des_locataires_en_pourcentage,28.3
1487,2017,SEINE MARITIME,1.2,taux_de_pauvrete_des_locataires_en_pourcentage,28.3
1488,2016,GARD,5,taux_de_pauvrete_des_locataires_en_pourcentage,35.9
1489,2018,GARD,5,taux_de_pauvrete_des_locataires_en_pourcentage,35.9
1490,2017,GARD,5,taux_de_pauvrete_des_locataires_en_pourcentage,35.9
1491,2016,MANCHE,-3.1,taux_de_pauvrete_des_locataires_en_pourcentage,24
1492,2018,MANCHE,-3.1,taux_de_pauvrete_des_locataires_en_pourcentage,24
1493,2017,MANCHE,-3.1,taux_de_pauvrete_des_locataires_en_pourcentage,24
1494,2016,BAS RHIN,-2.7,taux_de_pauvrete_des_locataires_en_pourcentage,25.9
1495,2018,BAS RHIN,-2.7,taux_de_pauvrete_des_locataires_en_pourcentage,25.9
1496,2017,BAS RHIN,-2.7,taux_de_pauvrete_des_locataires_en_pourcentage,25.9
1497,2016,SEINE ET MARNE,-1.2,taux_de_pauvrete_des_locataires_en_pourcentage,24.5
1498,2018,SEINE ET MARNE,-1.2,taux_de_pauvrete_des_locataires_en_pourcentage,24.5
1499,2017,SEINE ET MARNE,-1.2,taux_de_pauvrete_des_locataires_en_pourcentage,24.5
1500,2016,HAUTE LOIRE,-0.3,taux_de_pauvrete_des_locataires_en_pourcentage,24.6
1501,2018,HAUTE LOIRE,-0.3,taux_de_pauvrete_des_locataires_en_pourcentage,24.6
1502,2017,HAUTE LOIRE,-0.3,taux_de_pauvrete_des_locataires_en_pourcentage,24.6
1503,2016,MEUSE,3.4,taux_de_pauvrete_des_locataires_en_pourcentage,32
1504,2017,MEUSE,3.4,taux_de_pauvrete_des_locataires_en_pourcentage,32
1505,2018,MEUSE,3.4,taux_de_pauvrete_des_locataires_en_pourcentage,32
1506,2016,SOMME,-0.9,taux_de_pauvrete_des_locataires_en_pourcentage,33.6
1507,2018,SOMME,-0.9,taux_de_pauvrete_des_locataires_en_pourcentage,33.6
1508,2017,SOMME,-0.9,taux_de_pauvrete_des_locataires_en_pourcentage,33.6
1509,2016,ALPES DE HAUTE PROVENCE,-1.4,taux_de_pauvrete_des_locataires_en_pourcentage,28
1510,2018,ALPES DE HAUTE PROVENCE,-1.4,taux_de_pauvrete_des_locataires_en_pourcentage,28
1511,2017,ALPES DE HAUTE PROVENCE,-1.4,taux_de_pauvrete_des_locataires_en_pourcentage,28
1512,2016,CHER,3.1,taux_de_pauvrete_des_locataires_en_pourcentage,31.1
1513,2018,CHER,3.1,taux_de_pauvrete_des_locataires_en_pourcentage,31.1
1514,2017,CHER,3.1,taux_de_pauvrete_des_locataires_en_pourcentage,31.1
1515,2016,MORBIHAN,-0.2,taux_de_pauvrete_des_locataires_en_pourcentage,24.5
1516,2018,MORBIHAN,-0.2,taux_de_pauvrete_des_locataires_en_pourcentage,24.5
1517,2017,MORBIHAN,-0.2,taux_de_pauvrete_des_locataires_en_pourcentage,24.5
1518,2016,PUY DE DOME,1.7,taux_de_pauvrete_des_locataires_en_pourcentage,26.6
1519,2017,PUY DE DOME,1.7,taux_de_pauvrete_des_locataires_en_pourcentage,26.6
1520,2018,PUY DE DOME,1.7,taux_de_pauvrete_des_locataires_en_pourcentage,26.6
1521,2016,HAUTE SAONE,2.2,taux_de_pauvrete_des_locataires_en_pourcentage,29.2
1522,2018,HAUTE SAONE,2.2,taux_de_pauvrete_des_locataires_en_pourcentage,29.2
1523,2017,HAUTE SAONE,2.2,taux_de_pauvrete_des_locataires_en_pourcentage,29.2
1524,2016,PAS DE CALAIS,2.1,taux_de_pauvrete_des_locataires_en_pourcentage,36.6
1525,2018,PAS DE CALAIS,2.1,taux_de_pauvrete_des_locataires_en_pourcentage,36.6
1526,2017,PAS DE CALAIS,2.1,taux_de_pauvrete_des_locataires_en_pourcentage,36.6
1527,2016,AIN,-3,taux_de_pauvrete_des_locataires_en_pourcentage,21.9
1528,2018,AIN,-3,taux_de_pauvrete_des_locataires_en_pourcentage,21.9
1529,2017,AIN,-3,taux_de_pauvrete_des_locataires_en_pourcentage,21.9
1530,2016,CALVADOS,-2.6,taux_de_pauvrete_des_locataires_en_pourcentage,24.5
1531,2018,CALVADOS,-2.6,taux_de_pauvrete_des_locataires_en_pourcentage,24.5
1532,2017,CALVADOS,-2.6,taux_de_pauvrete_des_locataires_en_pourcentage,24.5
1533,2016,CORREZE,-0.4,taux_de_pauvrete_des_locataires_en_pourcentage,25.8
1534,2018,CORREZE,-0.4,taux_de_pauvrete_des_locataires_en_pourcentage,25.8
1535,2017,CORREZE,-0.4,taux_de_pauvrete_des_locataires_en_pourcentage,25.8
1536,2016,ARDENNES,7.7,taux_de_pauvrete_des_locataires_en_pourcentage,36.3
1537,2018,ARDENNES,7.7,taux_de_pauvrete_des_locataires_en_pourcentage,36.3
1538,2017,ARDENNES,7.7,taux_de_pauvrete_des_locataires_en_pourcentage,36.3
1539,2016,NORD,0.8,taux_de_pauvrete_des_locataires_en_pourcentage,35.3
1540,2017,NORD,0.8,taux_de_pauvrete_des_locataires_en_pourcentage,35.3
1541,2018,NORD,0.8,taux_de_pauvrete_des_locataires_en_pourcentage,35.3
1542,2016,TERRITOIRE DE BELFORT,2.5,taux_de_pauvrete_des_locataires_en_pourcentage,29.5
1543,2017,TERRITOIRE DE BELFORT,2.5,taux_de_pauvrete_des_locataires_en_pourcentage,29.5
1544,2018,TERRITOIRE DE BELFORT,2.5,taux_de_pauvrete_des_locataires_en_pourcentage,29.5
1545,2016,LOIRE ATLANTIQUE,-1.8,taux_de_pauvrete_des_locataires_en_pourcentage,23.1
1546,2018,LOIRE ATLANTIQUE,-1.8,taux_de_pauvrete_des_locataires_en_pourcentage,23.1
1547,2017,LOIRE ATLANTIQUE,-1.8,taux_de_pauvrete_des_locataires_en_pourcentage,23.1
1548,2016,YONNE,3.9,taux_de_pauvrete_des_locataires_en_pourcentage,30.9
1549,2017,YONNE,3.9,taux_de_pauvrete_des_locataires_en_pourcentage,30.9
1550,2018,YONNE,3.9,taux_de_pauvrete_des_locataires_en_pourcentage,30.9
1551,2016,RHONE,0.2,taux_de_pauvrete_des_locataires_en_pourcentage,25.1
1552,2018,RHONE,0.2,taux_de_pauvrete_des_locataires_en_pourcentage,25.1
1553,2017,RHONE,0.2,taux_de_pauvrete_des_locataires_en_pourcentage,25.1
1554,2016,ILLE ET VILAINE,-0.9,taux_de_pauvrete_des_locataires_en_pourcentage,23.8
1555,2018,ILLE ET VILAINE,-0.9,taux_de_pauvrete_des_locataires_en_pourcentage,23.8
1556,2017,ILLE ET VILAINE,-0.9,taux_de_pauvrete_des_locataires_en_pourcentage,23.8
1557,2016,LANDES,-2.8,taux_de_pauvrete_des_locataires_en_pourcentage,23.4
1558,2018,LANDES,-2.8,taux_de_pauvrete_des_locataires_en_pourcentage,23.4
1559,2017,LANDES,-2.8,taux_de_pauvrete_des_locataires_en_pourcentage,23.4
1560,2016,FINISTERE,0.3,taux_de_pauvrete_des_locataires_en_pourcentage,25
1561,2018,FINISTERE,0.3,taux_de_pauvrete_des_locataires_en_pourcentage,25
1562,2017,FINISTERE,0.3,taux_de_pauvrete_des_locataires_en_pourcentage,25
1563,2016,HAUTE SAVOIE,-7.5,taux_de_pauvrete_des_locataires_en_pourcentage,17.4
1564,2018,HAUTE SAVOIE,-7.5,taux_de_pauvrete_des_locataires_en_pourcentage,17.4
1565,2017,HAUTE SAVOIE,-7.5,taux_de_pauvrete_des_locataires_en_pourcentage,17.4
1566,2016,VAL D OISE,4.1,taux_de_pauvrete_des_locataires_en_pourcentage,29.8
1567,2018,VAL D OISE,4.1,taux_de_pauvrete_des_locataires_en_pourcentage,29.8
1568,2017,VAL D OISE,4.1,taux_de_pauvrete_des_locataires_en_pourcentage,29.8
1569,2016,DORDOGNE,4.1,taux_de_pauvrete_des_locataires_en_pourcentage,30.3
1570,2018,DORDOGNE,4.1,taux_de_pauvrete_des_locataires_en_pourcentage,30.3
1571,2017,DORDOGNE,4.1,taux_de_pauvrete_des_locataires_en_pourcentage,30.3
1572,2016,AUBE,3.3,taux_de_pauvrete_des_locataires_en_pourcentage,31.9
1573,2017,AUBE,3.3,taux_de_pauvrete_des_locataires_en_pourcentage,31.9
1574,2018,AUBE,3.3,taux_de_pauvrete_des_locataires_en_pourcentage,31.9
1575,2016,ESSONNE,0.5,taux_de_pauvrete_des_locataires_en_pourcentage,26.2
1576,2018,ESSONNE,0.5,taux_de_pauvrete_des_locataires_en_pourcentage,26.2
1577,2017,ESSONNE,0.5,taux_de_pauvrete_des_locataires_en_pourcentage,26.2
1578,2016,COTE D OR,-2.8,taux_de_pauvrete_des_locataires_en_pourcentage,24.2
1579,2017,COTE D OR,-2.8,taux_de_pauvrete_des_locataires_en_pourcentage,24.2
1580,2018,COTE D OR,-2.8,taux_de_pauvrete_des_locataires_en_pourcentage,24.2
1581,2016,MARNE,-1.5,taux_de_pauvrete_des_locataires_en_pourcentage,27.1
1582,2018,MARNE,-1.5,taux_de_pauvrete_des_locataires_en_pourcentage,27.1
1583,2017,MARNE,-1.5,taux_de_pauvrete_des_locataires_en_pourcentage,27.1
1584,2016,MEURTHE ET MOSELLE,1.3,taux_de_pauvrete_des_locataires_en_pourcentage,29.9
1585,2017,MEURTHE ET MOSELLE,1.3,taux_de_pauvrete_des_locataires_en_pourcentage,29.9
1586,2018,MEURTHE ET MOSELLE,1.3,taux_de_pauvrete_des_locataires_en_pourcentage,29.9
1587,2016,JURA,-2.5,taux_de_pauvrete_des_locataires_en_pourcentage,24.5
1588,2018,JURA,-2.5,taux_de_pauvrete_des_locataires_en_pourcentage,24.5
1589,2017,JURA,-2.5,taux_de_pauvrete_des_locataires_en_pourcentage,24.5
1590,2016,COTES D ARMOR,1.9,taux_de_pauvrete_des_locataires_en_pourcentage,26.6
1591,2018,COTES D ARMOR,1.9,taux_de_pauvrete_des_locataires_en_pourcentage,26.6
1592,2017,COTES D ARMOR,1.9,taux_de_pauvrete_des_locataires_en_pourcentage,26.6
1593,2016,HAUTES PYRENEES,-1.7,taux_de_pauvrete_des_locataires_en_pourcentage,29.2
1594,2018,HAUTES PYRENEES,-1.7,taux_de_pauvrete_des_locataires_en_pourcentage,29.2
1595,2017,HAUTES PYRENEES,-1.7,taux_de_pauvrete_des_locataires_en_pourcentage,29.2
1596,2016,HERAULT,1.9,taux_de_pauvrete_des_locataires_en_pourcentage,32.8
1597,2018,HERAULT,1.9,taux_de_pauvrete_des_locataires_en_pourcentage,32.8
1598,2017,HERAULT,1.9,taux_de_pauvrete_des_locataires_en_pourcentage,32.8
1599,2016,SAONE ET LOIRE,-1,taux_de_pauvrete_des_locataires_en_pourcentage,26
1600,2018,SAONE ET LOIRE,-1,taux_de_pauvrete_des_locataires_en_pourcentage,26
1601,2017,SAONE ET LOIRE,-1,taux_de_pauvrete_des_locataires_en_pourcentage,26
1602,2016,PYRENEES ATLANTIQUES,-3.4,taux_de_pauvrete_des_locataires_en_pourcentage,22.8
1603,2018,PYRENEES ATLANTIQUES,-3.4,taux_de_pauvrete_des_locataires_en_pourcentage,22.8
1604,2017,PYRENEES ATLANTIQUES,-3.4,taux_de_pauvrete_des_locataires_en_pourcentage,22.8
1605,2016,CHARENTE MARITIME,-0.3,taux_de_pauvrete_des_locataires_en_pourcentage,25.9
1606,2017,CHARENTE MARITIME,-0.3,taux_de_pauvrete_des_locataires_en_pourcentage,25.9
1607,2018,CHARENTE MARITIME,-0.3,taux_de_pauvrete_des_locataires_en_pourcentage,25.9
1608,2016,ORNE,4.4,taux_de_pauvrete_des_locataires_en_pourcentage,31.5
1609,2018,ORNE,4.4,taux_de_pauvrete_des_locataires_en_pourcentage,31.5
1610,2017,ORNE,4.4,taux_de_pauvrete_des_locataires_en_pourcentage,31.5
1611,2016,SAVOIE,-5,taux_de_pauvrete_des_locataires_en_pourcentage,19.9
1612,2018,SAVOIE,-5,taux_de_pauvrete_des_locataires_en_pourcentage,19.9
1613,2017,SAVOIE,-5,taux_de_pauvrete_des_locataires_en_pourcentage,19.9
1614,2016,DEUX SEVRES,1.1,taux_de_pauvrete_des_locataires_en_pourcentage,27.3
1615,2018,DEUX SEVRES,1.1,taux_de_pauvrete_des_locataires_en_pourcentage,27.3
1616,2017,DEUX SEVRES,1.1,taux_de_pauvrete_des_locataires_en_pourcentage,27.3
1617,2016,AUDE,5.9,taux_de_pauvrete_des_locataires_en_pourcentage,36.8
1618,2017,AUDE,5.9,taux_de_pauvrete_des_locataires_en_pourcentage,36.8
1619,2018,AUDE,5.9,taux_de_pauvrete_des_locataires_en_pourcentage,36.8
1620,2016,DROME,4.5,taux_de_pauvrete_des_locataires_en_pourcentage,29.4
1621,2017,DROME,4.5,taux_de_pauvrete_des_locataires_en_pourcentage,29.4
1622,2018,DROME,4.5,taux_de_pauvrete_des_locataires_en_pourcentage,29.4
1623,2016,EURE,0.5,taux_de_pauvrete_des_locataires_en_pourcentage,27.6
1624,2018,EURE,0.5,taux_de_pauvrete_des_locataires_en_pourcentage,27.6
1625,2017,EURE,0.5,taux_de_pauvrete_des_locataires_en_pourcentage,27.6
1626,2016,HAUT RHIN,-1.6,taux_de_pauvrete_des_locataires_en_pourcentage,27
1627,2018,HAUT RHIN,-1.6,taux_de_pauvrete_des_locataires_en_pourcentage,27
1628,2017,HAUT RHIN,-1.6,taux_de_pauvrete_des_locataires_en_pourcentage,27
1629,2016,LOIRET,0.2,taux_de_pauvrete_des_locataires_en_pourcentage,28.2
1630,2017,LOIRET,0.2,taux_de_pauvrete_des_locataires_en_pourcentage,28.2
1631,2018,LOIRET,0.2,taux_de_pauvrete_des_locataires_en_pourcentage,28.2
1632,2016,VAUCLUSE,4,taux_de_pauvrete_des_locataires_en_pourcentage,33.4
1633,2018,VAUCLUSE,4,taux_de_pauvrete_des_locataires_en_pourcentage,33.4
1634,2017,VAUCLUSE,4,taux_de_pauvrete_des_locataires_en_pourcentage,33.4
1635,2016,INDRE,1.3,taux_de_pauvrete_des_locataires_en_pourcentage,29.3
1636,2017,INDRE,1.3,taux_de_pauvrete_des_locataires_en_pourcentage,29.3
1637,2018,INDRE,1.3,taux_de_pauvrete_des_locataires_en_pourcentage,29.3
1638,2016,VOSGES,3.5,taux_de_pauvrete_des_locataires_en_pourcentage,32.1
1639,2018,VOSGES,3.5,taux_de_pauvrete_des_locataires_en_pourcentage,32.1
1640,2017,VOSGES,3.5,taux_de_pauvrete_des_locataires_en_pourcentage,32.1
1641,2016,INDRE ET LOIRE,-1.3,taux_de_pauvrete_des_locataires_en_pourcentage,26.7
1642,2018,INDRE ET LOIRE,-1.3,taux_de_pauvrete_des_locataires_en_pourcentage,26.7
1643,2017,INDRE ET LOIRE,-1.3,taux_de_pauvrete_des_locataires_en_pourcentage,26.7
1644,2016,SARTHE,5.4,taux_de_pauvrete_des_locataires_en_pourcentage,30.3
1645,2018,SARTHE,5.4,taux_de_pauvrete_des_locataires_en_pourcentage,30.3
1646,2017,SARTHE,5.4,taux_de_pauvrete_des_locataires_en_pourcentage,30.3
1647,2016,ALLIER,5.6,taux_de_pauvrete_des_locataires_en_pourcentage,30.5
1648,2018,ALLIER,5.6,taux_de_pauvrete_des_locataires_en_pourcentage,30.5
1649,2017,ALLIER,5.6,taux_de_pauvrete_des_locataires_en_pourcentage,30.5
1650,2016,VENDEE,-2.8,taux_de_pauvrete_des_locataires_en_pourcentage,22.1
1651,2017,VENDEE,-2.8,taux_de_pauvrete_des_locataires_en_pourcentage,22.1
1652,2018,VENDEE,-2.8,taux_de_pauvrete_des_locataires_en_pourcentage,22.1
1653,2016,DOUBS,-0.7,taux_de_pauvrete_des_locataires_en_pourcentage,26.3
1654,2017,DOUBS,-0.7,taux_de_pauvrete_des_locataires_en_pourcentage,26.3
1655,2018,DOUBS,-0.7,taux_de_pauvrete_des_locataires_en_pourcentage,26.3
1656,2016,HAUTE MARNE,1.9,taux_de_pauvrete_des_locataires_en_pourcentage,30.5
1657,2018,HAUTE MARNE,1.9,taux_de_pauvrete_des_locataires_en_pourcentage,30.5
1658,2017,HAUTE MARNE,1.9,taux_de_pauvrete_des_locataires_en_pourcentage,30.5
1659,2016,VAR,-1.9,taux_de_pauvrete_des_locataires_en_pourcentage,27.5
1660,2018,VAR,-1.9,taux_de_pauvrete_des_locataires_en_pourcentage,27.5
1661,2017,VAR,-1.9,taux_de_pauvrete_des_locataires_en_pourcentage,27.5
1662,2016,HAUTE VIENNE,6,taux_de_pauvrete_des_locataires_en_pourcentage,32.2
1663,2017,HAUTE VIENNE,6,taux_de_pauvrete_des_locataires_en_pourcentage,32.2
1664,2018,HAUTE VIENNE,6,taux_de_pauvrete_des_locataires_en_pourcentage,32.2
1665,2016,PYRENEES ORIENTALES,5.2,taux_de_pauvrete_des_locataires_en_pourcentage,36.1
1666,2018,PYRENEES ORIENTALES,5.2,taux_de_pauvrete_des_locataires_en_pourcentage,36.1
1667,2017,PYRENEES ORIENTALES,5.2,taux_de_pauvrete_des_locataires_en_pourcentage,36.1
1668,2016,VAL DE MARNE,0.7,taux_de_pauvrete_des_locataires_en_pourcentage,26.4
1669,2018,VAL DE MARNE,0.7,taux_de_pauvrete_des_locataires_en_pourcentage,26.4
1670,2017,VAL DE MARNE,0.7,taux_de_pauvrete_des_locataires_en_pourcentage,26.4
1671,2016,ARIEGE,2.6,taux_de_pauvrete_des_locataires_en_pourcentage,33.5
1672,2018,ARIEGE,2.6,taux_de_pauvrete_des_locataires_en_pourcentage,33.5
1673,2017,ARIEGE,2.6,taux_de_pauvrete_des_locataires_en_pourcentage,33.5
1674,2016,EURE ET LOIR,-1.3,taux_de_pauvrete_des_locataires_en_pourcentage,26.7
1675,2018,EURE ET LOIR,-1.3,taux_de_pauvrete_des_locataires_en_pourcentage,26.7
1676,2017,EURE ET LOIR,-1.3,taux_de_pauvrete_des_locataires_en_pourcentage,26.7
1677,2016,HAUTS DE SEINE,-6.4,taux_de_pauvrete_des_locataires_en_pourcentage,19.3
1678,2018,HAUTS DE SEINE,-6.4,taux_de_pauvrete_des_locataires_en_pourcentage,19.3
1679,2017,HAUTS DE SEINE,-6.4,taux_de_pauvrete_des_locataires_en_pourcentage,19.3
1680,2016,YVELINES,-5.7,taux_de_pauvrete_des_locataires_en_pourcentage,20
1681,2018,YVELINES,-5.7,taux_de_pauvrete_des_locataires_en_pourcentage,20
1682,2017,YVELINES,-5.7,taux_de_pauvrete_des_locataires_en_pourcentage,20
1683,2016,OISE,-7.4,taux_de_pauvrete_des_locataires_en_pourcentage,27.1
1684,2018,OISE,-7.4,taux_de_pauvrete_des_locataires_en_pourcentage,27.1
1685,2017,OISE,-7.4,taux_de_pauvrete_des_locataires_en_pourcentage,27.1
1686,2016,HAUTES ALPES,-4.6,taux_de_pauvrete_des_locataires_en_pourcentage,24.8
1687,2017,HAUTES ALPES,-4.6,taux_de_pauvrete_des_locataires_en_pourcentage,24.8
1688,2018,HAUTES ALPES,-4.6,taux_de_pauvrete_des_locataires_en_pourcentage,24.8
1689,2017,LOT,-3.5,taux_de_pauvrete_des_locataires_en_pourcentage,27.4
1690,2018,LOT,-3.5,taux_de_pauvrete_des_locataires_en_pourcentage,27.4
1691,2016,CANTAL,0,taux_de_pauvrete_des_locataires_en_pourcentage,24.9
1692,2018,CANTAL,0,taux_de_pauvrete_des_locataires_en_pourcentage,24.9
1693,2017,CANTAL,0,taux_de_pauvrete_des_locataires_en_pourcentage,24.9
1694,2016,LOZERE,-6.5,taux_de_pauvrete_des_locataires_en_pourcentage,24.4
1695,2017,LOZERE,-6.5,taux_de_pauvrete_des_locataires_en_pourcentage,24.4
1696,2018,LOZERE,-6.5,taux_de_pauvrete_des_locataires_en_pourcentage,24.4
1697,2016,BOUCHES DU RHONE,2.4,taux_de_pauvrete_des_locataires_en_pourcentage,31.8
1698,2018,BOUCHES DU RHONE,2.4,taux_de_pauvrete_des_locataires_en_pourcentage,31.8
1699,2017,BOUCHES DU RHONE,2.4,taux_de_pauvrete_des_locataires_en_pourcentage,31.8
1700,2016,NIEVRE,4.5,taux_de_pauvrete_des_locataires_en_pourcentage,31.5
1701,2018,NIEVRE,4.5,taux_de_pauvrete_des_locataires_en_pourcentage,31.5
1702,2017,NIEVRE,4.5,taux_de_pauvrete_des_locataires_en_pourcentage,31.5
1703,2016,PARIS,-4.6,taux_de_pauvrete_des_locataires_en_pourcentage,21.1
1704,2018,PARIS,-4.6,taux_de_pauvrete_des_locataires_en_pourcentage,21.1
1705,2017,PARIS,-4.6,taux_de_pauvrete_des_locataires_en_pourcentage,21.1
1706,2016,MOSELLE,-0.3,taux_de_pauvrete_des_locataires_en_pourcentage,28.3
1707,2017,MOSELLE,-0.3,taux_de_pauvrete_des_locataires_en_pourcentage,28.3
1708,2018,MOSELLE,-0.3,taux_de_pauvrete_des_locataires_en_pourcentage,28.3
1709,2016,LOT,-3.5,taux_de_pauvrete_des_locataires_en_pourcentage,27.4
1710,2016,CORSE DU SUD,-3.4,taux_de_pauvrete_des_locataires_en_pourcentage,26.5
1711,2018,CORSE DU SUD,-3.4,taux_de_pauvrete_des_locataires_en_pourcentage,26.5
1712,2016,SEINE SAINT DENIS,13,taux_de_pauvrete_des_locataires_en_pourcentage,38.7
1713,2018,SEINE SAINT DENIS,13,taux_de_pauvrete_des_locataires_en_pourcentage,38.7
1714,2017,SEINE SAINT DENIS,13,taux_de_pauvrete_des_locataires_en_pourcentage,38.7
1715,2016,HAUTE CORSE,3,taux_de_pauvrete_des_locataires_en_pourcentage,32.9
1716,2018,HAUTE CORSE,3,taux_de_pauvrete_des_locataires_en_pourcentage,32.9
1717,2016,GERS,-28,revenu_median_en_euros,19877
1718,2018,GERS,-28,revenu_median_en_euros,19877
1719,2017,GERS,-28,revenu_median_en_euros,19877
1720,2016,LOT ET GARONNE,-1291,revenu_median_en_euros,19079
1721,2018,LOT ET GARONNE,-1291,revenu_median_en_euros,19079
1722,2017,LOT ET GARONNE,-1291,revenu_median_en_euros,19079
1723,2016,ISERE,406,revenu_median_en_euros,21884
1724,2017,ISERE,406,revenu_median_en_euros,21884
1725,2018,ISERE,406,revenu_median_en_euros,21884
1726,2016,LOIRE,-1580,revenu_median_en_euros,19898
1727,2018,LOIRE,-1580,revenu_median_en_euros,19898
1728,2017,LOIRE,-1580,revenu_median_en_euros,19898
1729,2016,ALPES MARITIMES,721,revenu_median_en_euros,21246
1730,2018,ALPES MARITIMES,721,revenu_median_en_euros,21246
1731,2017,ALPES MARITIMES,721,revenu_median_en_euros,21246
1732,2016,MAYENNE,-768,revenu_median_en_euros,19874
1733,2018,MAYENNE,-768,revenu_median_en_euros,19874
1734,2017,MAYENNE,-768,revenu_median_en_euros,19874
